location,Health event,count,mean,std,min,25%,50%,75%,max
India,CIN2+,143461.0,41.86377804634028,11.133185871343764,11.950151443481445,34.04222106933594,41.78258514404297,49.65859603881836,86.32290649414062
India,Cancer,144300.0,55.408598406098406,12.687948218426389,16.5,46.75,55.5,64.25,98.25
India,Causal HPV infection,124839.0,34.75680075937808,8.75797052193107,11.75,28.75,35.5,41.75,49.75
