location,Health event,count,mean,std,min,25%,50%,75%,max
India,CIN2+,175237.0,40.8464666495764,11.755819565460262,11.25,32.25,40.61962890625,49.251251220703125,87.42298889160156
India,Cancer,177263.0,54.148337962554606,13.269619152990563,14.0,44.75,54.252685546875,63.65555000305176,100.50527954101562
India,Causal HPV infection,150103.0,33.794925296087335,9.185552576127694,10.0,26.5,34.5,41.20469665527344,49.99675750732422
